Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Kia Sorento II Рестайлинг,1490000,2017,162300,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103742840-d4fc9725/

Kia Sorento III Prime Рестайлинг,2050000,2018,62000,внедорожник 5 дв.,синий,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103609165-20a44514/

Kia Sorento II,990000,2012,140000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103640966-c8ff8a7f/

Kia Sorento II Рестайлинг,1550000,2015,131000,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103652279-c0090e6d/

Kia Sorento II Рестайлинг,1320000,2014,61000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102764600-959332ce/

Kia Sorento II Рестайлинг,2100000,2018,26000,внедорожник 5 дв.,белый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1086315254-bca291a8/

Kia Sorento I Рестайлинг,670000,2008,170000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103731958-b3a239fe/

Kia Sorento II Рестайлинг,1360000,2015,150000,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103534771-68c196c4/

Kia Sorento I,410000,2004,157000,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103724114-515e5886/

Kia Sorento III Prime Рестайлинг,2368000,2018,82000,внедорожник 5 дв.,синий,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103462438-03464fea/

Kia Sorento II,1170000,2012,166000,внедорожник 5 дв.,серебристый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103661700-b8c430c0/

Kia Sorento I Рестайлинг,580000,2008,262000,внедорожник 5 дв.,чёрный,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103292874-686fc803/

Kia Sorento II Рестайлинг,2000000,2020,5000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103127965-fb69dce6/

Kia Sorento III Prime,2450000,2017,51778,внедорожник 5 дв.,серебристый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103735014-ceab306d/

Kia Sorento II Рестайлинг,1543000,2017,79600,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1092046220-3174e3d1/

Kia Sorento I Рестайлинг,545000,2006,210000,внедорожник 5 дв.,серый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103470131-9981fc11/

Kia Sorento III Prime Рестайлинг,2215000,2018,48700,внедорожник 5 дв.,чёрный,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102497627-4150c2b0/

Kia Sorento I Рестайлинг,670000,2009,175475,внедорожник 5 дв.,чёрный,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103654644-de56627e/

Kia Sorento I,425000,2002,185000,внедорожник 5 дв.,синий,2.5,140,Дизель,4900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101896768-a786d2bb/

Kia Sorento II Рестайлинг,1330000,2013,115000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102739196-a956c66d/

Kia Sorento I,380000,2003,177500,внедорожник 5 дв.,голубой,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103561587-d6ec5338/

Kia Sorento I,325000,2003,235000,внедорожник 5 дв.,бежевый,3.5,195,"Бензин, газобаллонное оборудование",9750,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103405173-27a09def/

Kia Sorento II Рестайлинг,1299000,2012,113000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102158231-0fa2dcd7/

Kia Sorento II Рестайлинг,1347000,2013,89000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103398305-8f86cb18/

Kia Sorento II,1090000,2012,150000,внедорожник 5 дв.,серебристый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103558840-3969cd47/

Kia Sorento I Рестайлинг,600000,2008,208000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103330559-b781af86/

Kia Sorento III Prime,1800000,2016,165000,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102693423-441601d4/

Kia Sorento III Prime,1950000,2016,117500,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103318737-3e9a52fe/

Kia Sorento II Рестайлинг,1230000,2013,149870,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1043288836-42d05/

Kia Sorento III Prime,2190000,2017,88000,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103204802-e00ed2a6/

Kia Sorento III Prime Рестайлинг,2970000,2018,28746,внедорожник 5 дв.,белый,3.5,249,Бензин,18675,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103715001-c7b0883b/

Kia Sorento II Рестайлинг,1450000,2015,81250,внедорожник 5 дв.,синий,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102881791-9207186a/

Kia Sorento II Рестайлинг,1349000,2016,181316,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102529504-1718f4bc/

Kia Sorento III Prime,2110000,2017,98000,внедорожник 5 дв.,серый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1091527750-4075e75a/

Kia Sorento II Рестайлинг,1980000,2019,44800,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103572921-0645b22e/

Kia Sorento II Рестайлинг,1380000,2014,92000,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103606559-49fe6c8f/

Kia Sorento II Рестайлинг,1675000,2014,69300,внедорожник 5 дв.,чёрный,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103657278-12437f87/

Kia Sorento I,370000,2003,192000,внедорожник 5 дв.,белый,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103306440-be74288b/

Kia Sorento III Prime Рестайлинг,2600000,2019,25000,внедорожник 5 дв.,чёрный,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101655992-29c73cee/

Kia Sorento III Prime Рестайлинг,2475000,2020,11100,внедорожник 5 дв.,белый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103124544-8733ae7a/

Kia Sorento I Рестайлинг,670000,2008,211960,внедорожник 5 дв.,серый,3.3,248,Бензин,18600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102873942-10b1aa2e/

Kia Sorento III Prime Рестайлинг,2150000,2018,25800,внедорожник 5 дв.,чёрный,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102138584-58a6e0f4/

Kia Sorento III Prime Рестайлинг,2500000,2018,45000,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1100963396-71c508d2/

Kia Sorento III Prime,2155500,2016,75550,внедорожник 5 дв.,белый,2.0,186,Дизель,9300,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103604080-d8f9425d/

Kia Sorento I Рестайлинг,635000,2007,75000,внедорожник 5 дв.,серебристый,3.3,248,Бензин,18600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1082698350-50f17794/

Kia Sorento I,435000,2004,147563,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103395292-578f1c34/

Kia Sorento II Рестайлинг,1899999,2017,61750,внедорожник 5 дв.,чёрный,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1087116711-bd3a906c/

Kia Sorento II Рестайлинг,1250000,2016,388000,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103033735-6b614b3f/

Kia Sorento I,370000,2002,200000,внедорожник 5 дв.,чёрный,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103667449-6db79cb3/

Kia Sorento I,440000,2006,258500,внедорожник 5 дв.,золотистый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103673988-bf9c69e8/

Kia Sorento I,385000,2005,238000,внедорожник 5 дв.,бежевый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102990027-50680bf0/

Kia Sorento II Рестайлинг,1300000,2015,123000,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103259728-3f9031fd/

Kia Sorento II Рестайлинг,1342000,2013,146000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101516755-678c9c26/

Kia Sorento III Prime,1950000,2017,140730,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102304452-47d42fbd/

Kia Sorento III Prime Рестайлинг,3100000,2020,28000,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103595783-48deba09/

Kia Sorento III Prime Рестайлинг,2390000,2019,19000,внедорожник 5 дв.,белый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103348525-04ce5b89/

Kia Sorento II Рестайлинг,2163000,2018,51298,внедорожник 5 дв.,коричневый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103189095-a3cb2c34/

Kia Sorento II,980000,2012,170000,внедорожник 5 дв.,серебристый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102092927-fd7fbd28/

Kia Sorento II,972000,2012,147400,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102271167-fd9a0745/

Kia Sorento II Рестайлинг,1300000,2013,119350,внедорожник 5 дв.,белый,2.4,175,"Бензин, газобаллонное оборудование",7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103424852-90ac5b27/

Kia Sorento I Рестайлинг,580000,2007,164000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103080548-88c747e2/

Kia Sorento II,870000,2009,266882,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103217715-ce27b4a7/

Kia Sorento II Рестайлинг,1780000,2015,88948,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103085772-23c65fdf/

Kia Sorento I,435000,2005,436000,внедорожник 5 дв.,чёрный,2.4,139,Бензин,4865,механическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101491631-40cd8bca/

Kia Sorento II,1449000,2012,106000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103248899-652bdf6d/

Kia Sorento II,1030000,2011,130000,внедорожник 5 дв.,синий,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1100571954-bc444eaf/

Kia Sorento II Рестайлинг,1550000,2015,101500,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103173269-388560ea/

Kia Sorento II Рестайлинг,2300000,2019,30000,внедорожник 5 дв.,коричневый,2.2,197,Дизель,9850,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1096285364-b38b360e/

Kia Sorento I Рестайлинг,600000,2007,180000,внедорожник 5 дв.,чёрный,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103643597-54d6ec64/

Kia Sorento III Prime Рестайлинг,2850000,2019,38000,внедорожник 5 дв.,белый,3.5,249,Бензин,18675,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103707290-1f874981/

Kia Sorento III Prime Рестайлинг,2550000,2017,65000,внедорожник 5 дв.,белый,3.5,249,Бензин,18675,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1099574832-e3e3466a/

Kia Sorento I Рестайлинг,590000,2007,209000,внедорожник 5 дв.,чёрный,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103408020-c8dbde85/

Kia Sorento I Рестайлинг,630000,2009,233000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102871266-7051f700/

Kia Sorento I,370000,2004,330000,внедорожник 5 дв.,серебристый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103611480-79d40596/

Kia Sorento II Рестайлинг,1600000,2016,48000,внедорожник 5 дв.,серый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102398547-f2ecea6c/

Kia Sorento II Рестайлинг,1750000,2017,46853,внедорожник 5 дв.,бежевый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103605031-7c695eec/

Kia Sorento II Рестайлинг,1350000,2013,125000,внедорожник 5 дв.,синий,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103626756-be89e2b9/

Kia Sorento II,1080000,2011,187000,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103667781-6885bd46/

Kia Sorento II Рестайлинг,1720000,2018,52500,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1101813702-d7806c9a/

Kia Sorento II Рестайлинг,1200000,2012,228000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102462776-580120b8/

Kia Sorento III Prime Рестайлинг,2200000,2017,153300,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103433758-3c577574/

Kia Sorento III Prime,1860000,2016,158000,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103589529-c02df4b7/

Kia Sorento II,1020000,2010,189000,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103499972-a4350702/

Kia Sorento I,580000,2005,356533,внедорожник 5 дв.,серый,2.4,139,Бензин,4865,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103362115-27e7e4c2/

Kia Sorento III Prime Рестайлинг,2480000,2019,21000,внедорожник 5 дв.,коричневый,2.4,188,Бензин,9400,автоматическая,Левый,Не требует ремонта,1 владелец,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103433134-d6842642/

Kia Sorento I Рестайлинг,560000,2008,284700,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103470640-11b92561/

Kia Sorento III Prime Рестайлинг,2720000,2019,37008,внедорожник 5 дв.,чёрный,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103602008-d555dc40/

Kia Sorento I Рестайлинг,565000,2006,217000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103432382-bc9e3882/

Kia Sorento II,980000,2012,166000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103439376-ef6c3921/

Kia Sorento I,480000,2006,304500,внедорожник 5 дв.,чёрный,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103436537-63cef820/

Kia Sorento I,375000,2002,195975,внедорожник 5 дв.,серый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103297717-bc45b63e/

Kia Sorento I Рестайлинг,720000,2007,173000,внедорожник 5 дв.,чёрный,3.3,248,Бензин,18600,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103562595-ec77a6e0/

Kia Sorento II Рестайлинг,1050000,2012,215000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103568271-b8548695/

Kia Sorento II Рестайлинг,1520000,2013,90000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1021583637-4e4e/

Kia Sorento II Рестайлинг,1200000,2013,199700,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1092705298-8062f417/

Kia Sorento II Рестайлинг,1900000,2019,64000,внедорожник 5 дв.,белый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103030743-c7d954e2/

Kia Sorento III Prime Рестайлинг,2600000,2018,38000,внедорожник 5 дв.,серебристый,3.5,249,Бензин,18675,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1086624478-1cc243c5/

Kia Sorento I Рестайлинг,550000,2007,380000,внедорожник 5 дв.,чёрный,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103475277-35d0c0f6/

Kia Sorento II,1025000,2012,124000,внедорожник 5 дв.,коричневый,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103532492-495512e5/

Kia Sorento II Рестайлинг,1375000,2015,205000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103618252-32c23715/

Kia Sorento I Рестайлинг,670000,2008,186000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103384617-23ba8e73/

Kia Sorento III Prime,2500000,2016,45000,внедорожник 5 дв.,белый,2.2,200,Дизель,10000,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103275140-f6af831a/

Kia Sorento I,390000,2004,326000,внедорожник 5 дв.,серебристый,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103404045-8d59d632/

Kia Sorento I,455000,2004,205000,внедорожник 5 дв.,серебристый,3.5,195,Бензин,9750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103414683-c66db5a6/

Kia Sorento I,550000,2006,300000,внедорожник 5 дв.,бежевый,2.5,140,Дизель,4900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1100509562-411d9ee0/

Kia Sorento II Рестайлинг,1500000,2014,150000,внедорожник 5 дв.,чёрный,2.4,175,Бензин,7875,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103647699-b02ba773/

Kia Sorento I Рестайлинг,599000,2007,190000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102183030-3f63900e/

Kia Sorento I Рестайлинг,640000,2007,241180,внедорожник 5 дв.,серый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1103529428-80a4c04b/

Kia Sorento I Рестайлинг,670000,2007,171000,внедорожник 5 дв.,серебристый,2.5,170,Дизель,7650,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/sorento/1102994593-6b7b4d8e/

