Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Kia Optima IV,1340000,2016,117500,седан,чёрный,2.0,150,Бензин,4215,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104807844-48b65b59/
Kia Optima IV Рестайлинг,1499000,2018,79000,седан,серебристый,2.4,188,Бензин,5640,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104693559-2e286193/
Kia Optima IV Рестайлинг,1959900,2020,39900,седан,чёрный,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104677974-98986764/
Kia Optima IV Рестайлинг,1700000,2018,58000,седан,серый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104885946-37213407/
Kia Optima IV Рестайлинг,1574000,2018,60000,седан,коричневый,2.4,188,Бензин,5640,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104742001-a020437b/
Kia Optima III,790000,2011,152000,седан,чёрный,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,4.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104883125-ca48ac2c/
Kia Optima IV Рестайлинг,1360000,2018,152000,седан,коричневый,2.0,150,"Бензин, газобаллонное оборудование",5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103841096-8c9da179/
Kia Optima III,1100000,2012,145000,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104876874-9380e9aa/
Kia Optima III Рестайлинг,1159000,2015,98830,седан,чёрный,2.4,180,Бензин,9000,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103920108-c2ea83d9/
Kia Optima III,900000,2012,225000,седан,серый,2.0,150,Бензин,3000,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104872580-a931ac2f/
Kia Optima IV Рестайлинг,1689000,2018,79201,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104090473-fb9fb46c/
Kia Optima III,950000,2012,91669,седан,серый,2.0,150,Бензин,5100,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104871801-1788dee7/
Kia Optima IV,1600000,2016,53800,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104869280-92275070/
Kia Optima IV,1620000,2017,64000,седан,чёрный,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104867051-b7cba6be/
Kia Optima IV Рестайлинг,1499999,2019,25000,седан,серый,2.0,150,Бензин,3000,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101888269-f62d60eb/
Kia Optima IV,1400000,2016,92000,седан,синий,2.4,188,Бензин,7520,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102592198-574b9331/
Kia Optima IV Рестайлинг,1700000,2018,63000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101802984-55b83d01/
Kia Optima IV,1350000,2016,90000,седан,белый,2.0,150,Бензин,3750,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104831688-ed917cdb/
Kia Optima III Рестайлинг,1250000,2015,101999,седан,серебристый,2.4,180,Бензин,8100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104719622-0ba7b50e/
Kia Optima IV Рестайлинг,1200000,2019,105976,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104779331-b1474c9c/
Kia Optima III Рестайлинг,965000,2014,93435,седан,серый,2.0,150,Бензин,4500,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104863294-639812b8/
Kia Optima IV Рестайлинг,1250000,2019,166000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103163875-c944b7e1/
Kia Optima IV Рестайлинг,1400000,2019,52000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103918556-75b005f4/
Kia Optima IV,1229000,2017,78000,седан,белый,2.0,150,Бензин,3750,механическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104862317-549649ff/
Kia Optima IV Рестайлинг,1850000,2020,16000,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103120746-8540c03d/
Kia Optima III,900000,2011,186000,седан,серебристый,2.4,180,Бензин,5400,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104826454-d288e19f/
Kia Optima IV Рестайлинг,1200000,2018,130200,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104661842-a265e1d2/
Kia Optima IV Рестайлинг,1745000,2019,90000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104770500-b6551a4d/
Kia Optima IV Рестайлинг,1300000,2019,50300,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104704459-b5647e62/
Kia Optima IV,1000000,2017,33000,седан,синий,2.0,150,Бензин,5100,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102325574-4d68810b/
Kia Optima IV,1100000,2018,265000,седан,жёлтый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102828407-9298caee/
Kia Optima IV,1284000,2017,147000,седан,чёрный,2.4,188,Бензин,8460,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1094124090-ba7bb88e/
Kia Optima IV Рестайлинг,1550000,2019,29000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102633254-2c33cb87/
Kia Optima IV,1250000,2016,129000,седан,коричневый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104159485-01752f81/
Kia Optima IV Рестайлинг,1900000,2020,12800,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104725199-041adb91/
Kia Optima IV,1325000,2017,119000,седан,жёлтый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104750395-6ec10f6a/
Kia Optima IV Рестайлинг,1855000,2018,31500,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104851195-f752e4a3/
Kia Optima IV Рестайлинг,1630000,2019,51159,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104156611-6789d4a6/
Kia Optima IV Рестайлинг,1150000,2019,84000,седан,белый,2.0,150,Бензин,5100,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103815824-9027453f/
Kia Optima IV,1150000,2018,112000,седан,жёлтый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101361424-961477ec/
Kia Optima IV Рестайлинг,1650000,2019,65000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104734358-575efaf2/
Kia Optima IV,1439000,2017,105000,седан,коричневый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101759987-688c31c5/
Kia Optima IV Рестайлинг,1550000,2019,42000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104004207-c173f09e/
Kia Optima IV Рестайлинг,1350000,2019,135766,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103858047-d80f8e83/
Kia Optima IV Рестайлинг,1547000,2018,59000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104626487-ed88c2fb/
Kia Optima IV,1410000,2017,159028,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103941444-d529de8f/
Kia Optima IV Рестайлинг,1395000,2019,106000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104774880-1a5b1b3e/
Kia Optima IV Рестайлинг,1800000,2018,97000,седан,белый,2.4,188,"Бензин, газобаллонное оборудование",9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104275540-e76881fe/
Kia Optima IV Рестайлинг,1499000,2019,78800,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",3750,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103534877-46ca6d0e/
Kia Optima IV Рестайлинг,1840000,2019,79000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103900155-cc2e310b/
Kia Optima IV,1490000,2016,64000,седан,серебристый,2.4,188,Бензин,8460,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1098337116-67f7c47a/
Kia Optima IV,1130000,2018,125000,седан,жёлтый,2.0,150,"Бензин, газобаллонное оборудование",5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103481579-462d35fb/
Kia Optima IV,1550000,2017,106500,седан,синий,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104834354-63f1cfea/
Kia Optima IV Рестайлинг,1400000,2019,114000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104850899-07045e56/
Kia Optima IV Рестайлинг,1599999,2019,62000,седан,белый,2.0,150,"Бензин, газобаллонное оборудование",5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103846597-dbbecfa1/
Kia Optima IV Рестайлинг,1900000,2019,24666,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104668401-e33f184b/
Kia Optima IV,1450000,2017,122000,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1099927586-d7d4ab0e/
Kia Optima IV Рестайлинг,1499000,2019,91000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104781042-11e8c2e6/
Kia Optima IV Рестайлинг,1250000,2018,183000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104829430-ec243f79/
Kia Optima IV,1470000,2016,86000,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1100276218-e3096f71/
Kia Optima IV Рестайлинг,1440000,2018,59000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104838220-f71485a1/
Kia Optima IV Рестайлинг,1600000,2018,110000,седан,синий,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104163470-5c6f1f7d/
Kia Optima IV Рестайлинг,1690000,2019,23000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104697272-c9499e80/
Kia Optima IV,1590000,2017,79000,седан,серый,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104780273-388300b4/
Kia Optima IV Рестайлинг,1630000,2019,84000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103901412-3ccd0a98/
Kia Optima IV,2000000,2016,36000,седан,синий,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1101734543-3af0e6a1/
Kia Optima IV,1375000,2017,103000,седан,серебристый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104804758-a0afd3e0/
Kia Optima IV Рестайлинг,1400000,2019,78000,седан,синий,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102250510-b3fef347/
Kia Optima IV Рестайлинг,1599000,2019,30520,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104771515-e06d2224/
Kia Optima IV Рестайлинг,1420000,2018,130000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103781358-9020453f/
Kia Optima IV,1221000,2017,99000,седан,чёрный,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104096698-c709b6e7/
Kia Optima IV,1750000,2018,41000,седан,коричневый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.3,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104823362-80f19afd/
Kia Optima IV Рестайлинг,1780000,2018,72000,седан,чёрный,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104203254-6a61e3e7/
Kia Optima IV Рестайлинг,1750000,2019,66666,седан,коричневый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.5,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104762480-9bb7215e/
Kia Optima IV,1550000,2016,108000,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103818345-59c890e4/
Kia Optima IV,1600000,2017,99000,седан,синий,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104697624-29ff9406/
Kia Optima IV,1470000,2016,108000,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104826449-27600ec3/
Kia Optima IV,1250000,2016,172000,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104099242-2e974970/
Kia Optima IV Рестайлинг,1570000,2018,50000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104077965-b4d52572/
Kia Optima IV Рестайлинг,1615000,2018,147500,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,8.7,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103457371-f97550a3/
Kia Optima IV,1520000,2017,106000,седан,серый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104775491-bb09eae6/
Kia Optima IV,1310000,2016,88000,седан,коричневый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104217119-e6ad2d0d/
Kia Optima IV,1750000,2018,51000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104709505-6913fc18/
Kia Optima IV,1800000,2017,27000,седан,белый,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103665380-0104285f/
Kia Optima III,900000,2013,80000,седан,серебристый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1097110022-121b7a79/
Kia Optima IV,1580000,2017,59600,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104242565-1b9599e4/
Kia Optima IV,1740000,2017,72000,седан,чёрный,2.0,245,Бензин,18375,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104804755-2a1f2dcd/
Kia Optima IV,1390000,2017,139000,седан,чёрный,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104694304-25c4294e/
Kia Optima III Рестайлинг,1100000,2014,124000,седан,серый,2.4,180,Бензин,8820,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1102298940-1681ec63/
Kia Optima IV Рестайлинг,1850000,2019,27000,седан,серый,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103783564-3a305fd5/
Kia Optima IV,1580000,2016,140000,седан,синий,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104223125-d2530a0b/
Kia Optima IV,1720000,2016,118500,седан,чёрный,2.4,188,Бензин,9400,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1104721152-022128c1/
Kia Optima III,1100000,2011,104590,седан,серый,2.0,150,Бензин,3150,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1100455706-57a96ab2/
Kia Optima III Рестайлинг,1200000,2014,98500,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,1.9,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103447167-efdcbf54/
Kia Optima III Рестайлинг,1050000,2013,183000,седан,белый,2.4,180,Бензин,8820,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103469276-6f5f3007/
Kia Optima III,950000,2013,101000,седан,серебристый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.4,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103657425-938291e6/
Kia Optima III,800000,2011,209100,седан,серый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/kia/optima/1103030524-ecaaf5ec/
