Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес
Hyundai Sonata VIII (DN8),1650000,2020,16520,седан,чёрный,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104709772-4e8faee6/
Hyundai Sonata VIII (DN8),2000000,2019,25254,седан,синий,2.5,180,Бензин,5400,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103385589-240d9cf2/
Hyundai Sonata VIII (DN8),1820000,2020,12429,седан,серебристый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104830637-d33c969f/
Hyundai Sonata VIII (DN8),1800000,2020,90000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104746787-9a46521f/
Hyundai Sonata VIII (DN8),1800000,2020,12999,седан,серебристый,2.0,150,Бензин,3750,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,11.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103286637-6e46affc/
Hyundai Sonata VIII (DN8),1900000,2020,25000,седан,чёрный,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104673871-6ee4b20d/
Hyundai Sonata IV (EF) Рестайлинг,275000,2005,289000,седан,бежевый,2.7,172,Бензин,8428,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104866983-9bae6866/
Hyundai Sonata VI (YF),610000,2011,266338,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104677554-9d7e58c2/
Hyundai Sonata VI (YF),701899,2011,243000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104069209-d1a5616b/
Hyundai Sonata VI (YF),600000,2011,260000,седан,синий,2.0,150,Бензин,4500,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104862216-942b9de7/
Hyundai Sonata VII (LF) Рестайлинг,1250000,2019,75500,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1098068226-bb32ec81/
Hyundai Sonata III Рестайлинг,70000,1997,219000,седан,чёрный,1.8,110,Бензин,3740,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,5.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103609199-a228ff44/
Hyundai Sonata IV (EF) Рестайлинг,260000,2005,86000,седан,чёрный,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104790673-853d57a5/
Hyundai Sonata V (NF),365000,2006,184000,седан,серый,2.4,161,Бензин,7245,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104047565-ce690234/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,270000,2006,240402,седан,чёрный,2.7,172,Бензин,8428,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104143034-ad7a9506/
Hyundai Sonata VII (LF) Рестайлинг,1050000,2019,117000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104157026-d1788efe/
Hyundai Sonata VII (LF) Рестайлинг,1600000,2019,30000,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103162119-9505f369/
Hyundai Sonata IV (EF) Рестайлинг,170000,2002,275258,седан,серебристый,2.0,131,Бензин,3825,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102526247-a9ed0958/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,325000,2008,235854,седан,синий,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104862817-e31f1cf8/
Hyundai Sonata VII (LF) Рестайлинг,1050000,2017,115000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103504754-f26dcc87/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,260000,2006,165000,седан,золотистый,2.7,172,Бензин,8428,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103005751-b6e4718e/
Hyundai Sonata VI (YF),780000,2011,141472,седан,чёрный,2.0,150,Бензин,3150,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104109793-7756fa9c/
Hyundai Sonata VII (LF) Рестайлинг,1160000,2018,126000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104199094-28d44518/
Hyundai Sonata IV (EF) Рестайлинг,270000,2004,157000,седан,серебристый,2.7,172,Бензин,7740,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103210455-40449b21/
Hyundai Sonata VII (LF) Рестайлинг,1750000,2019,16000,седан,чёрный,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104199020-786437d1/
Hyundai Sonata VII (LF) Рестайлинг,1800000,2019,31000,седан,белый,2.4,188,Бензин,9212,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102717258-29794bcc/
Hyundai Sonata VII (LF) Рестайлинг,1410000,2019,68000,седан,чёрный,2.0,150,Бензин,4500,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102626591-015a5f46/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,325000,2008,233000,седан,чёрный,2.0,137,Бензин,4000,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103784646-5fbf72f5/
Hyundai Sonata IV (EF) Рестайлинг,250000,2001,200000,седан,серый,2.0,131,Бензин,2751,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103395584-e8d59cae/
Hyundai Sonata VII (LF) Рестайлинг,1600000,2018,40000,седан,чёрный,2.0,150,Бензин,4500,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104859114-0b261598/
Hyundai Sonata VI (YF),595000,2011,250000,седан,белый,2.0,150,Бензин,4380,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,7.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104726658-60edde91/
Hyundai Sonata VII (LF) Рестайлинг,1595000,2017,40000,седан,чёрный,2.4,188,Бензин,8460,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1097391192-68b2847a/
Hyundai Sonata VI (YF),650000,2012,200000,седан,чёрный,2.4,178,Бензин,8722,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103642444-50132e1c/
Hyundai Sonata VI (YF),795000,2010,250000,седан,синий,2.4,178,Бензин,8722,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104631775-3df09b6d/
Hyundai Sonata VI (YF),760000,2011,168000,седан,синий,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104689530-848b6932/
Hyundai Sonata VI (YF),765000,2012,185000,седан,белый,2.0,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1101117620-b7ed1690/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,350000,2008,238000,седан,чёрный,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,2,Оригинал,10.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1099022740-a7a96202/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,150000,2006,100000,седан,чёрный,2.0,131,Бензин,4585,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104792460-c776360f/
Hyundai Sonata V (NF),575000,2008,242070,седан,чёрный,2.4,174,Бензин,8526,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102986902-915fa4f1/
Hyundai Sonata V (NF),400000,2007,230000,седан,серебристый,2.0,144,Бензин,4896,механическая,передний,Левый,Не требует ремонта,2,Оригинал,13.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1048285457-022943/
Hyundai Sonata V (NF),449000,2006,167000,седан,бежевый,2.4,161,Бензин,7889,механическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103675286-61201138/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,180000,2007,450000,седан,чёрный,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,1,Оригинал,14.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103008586-6aae0fc6/
Hyundai Sonata IV (EF) Рестайлинг,170000,2002,249000,седан,серый,2.4,150,Бензин,5100,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103336588-bb0cdfd0/
Hyundai Sonata IV (EF) Рестайлинг,180000,2005,333000,седан,чёрный,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104709347-07c9031e/
Hyundai Sonata V (NF),410000,2005,176000,седан,бежевый,2.4,161,Бензин,7889,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104838693-3dd465d5/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,250000,2007,190111,седан,чёрный,2.0,137,Бензин,4658,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104668294-7fa805a9/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,520000,2006,220000,седан,чёрный,2.0,137,Бензин,4795,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104725050-ffb15f1d/
Hyundai Sonata V (NF),500000,2007,195000,седан,чёрный,2.4,161,Бензин,7889,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103979530-474f3cd0/
Hyundai Sonata IV (EF) Рестайлинг,260000,2003,297500,седан,серый,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104697212-79c09c30/
Hyundai Sonata III Рестайлинг,80000,1996,963521,седан,белый,2.0,139,Бензин,4059,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103201255-c274ac2e/
Hyundai Sonata IV (EF) Рестайлинг,170000,2004,216000,седан,серебристый,2.0,131,Бензин,3825,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1100663832-41473681/
Hyundai Sonata IV (EF) Рестайлинг,119999,2004,150000,седан,бежевый,2.0,131,Бензин,3930,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103842335-80363ea2/
Hyundai Sonata IV (EF) Рестайлинг,190000,2004,220000,седан,серебристый,2.0,131,Бензин,3275,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103936142-517cae83/
Hyundai Sonata III,180000,1996,128000,седан,серый,2.0,139,Бензин,4726,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1095495966-3afcf318/
Hyundai Sonata V (NF),380000,2006,308556,седан,чёрный,2.4,161,Бензин,7889,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103657146-161436ff/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,330000,2007,224000,седан,чёрный,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103920260-15b5eeb0/
Hyundai Sonata IV (EF) Рестайлинг,280000,2002,341532,седан,зелёный,2.0,131,Бензин,4454,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103936751-aa6eb98c/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,200000,2004,249039,седан,бежевый,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,2.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104172105-c817de50/
Hyundai Sonata IV (EF) Рестайлинг,170000,2002,360000,седан,серый,2.0,131,Бензин,3825,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103933406-57a3f1df/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,200000,2006,209444,седан,серый,2.0,131,Бензин,2751,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104719863-2bf3d802/
Hyundai Sonata V (NF),425000,2007,220000,седан,бежевый,2.0,144,Бензин,3600,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102913091-561bb6c4/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,270000,2006,401000,седан,чёрный,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103767404-1d812d5c/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,265000,2006,205000,седан,чёрный,2.0,137,Бензин,4110,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1083010770-49843827/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,250000,2008,217000,седан,красный,2.0,137,Бензин,4658,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104018167-1955fef4/
Hyundai Sonata V (NF),470000,2007,220000,седан,серый,2.0,144,Бензин,4896,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,1.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104739673-f3804d05/
Hyundai Sonata IV (EF) Рестайлинг,320000,2004,200000,седан,чёрный,2.0,131,Бензин,3825,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104078147-7d8a2bc6/
Hyundai Sonata IV (EF) Рестайлинг,240000,2005,278000,седан,серебристый,2.0,131,Бензин,3825,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104834301-9388aa57/
Hyundai Sonata IV (EF) Рестайлинг,225000,2003,220000,седан,серебристый,2.4,150,Бензин,4500,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104829423-054d16bd/
Hyundai Sonata IV (EF),145000,1999,236999,седан,зелёный,2.0,136,Бензин,4080,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102751593-0030b065/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,365000,2007,230000,седан,серебристый,2.0,137,"Бензин, газобаллонное оборудование",4110,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104858282-6bbf9fec/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,240000,2004,301750,седан,серебристый,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104752241-6bb587d6/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,310000,2006,280000,седан,серебристый,2.7,172,Бензин,8428,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103777425-dcd7c581/
Hyundai Sonata IV (EF) Рестайлинг,350000,2005,249368,седан,золотистый,2.0,131,Бензин,3825,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1102241197-08933596/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,410000,2008,209000,седан,серебристый,2.0,137,Бензин,4000,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104623623-3b593f16/
Hyundai Sonata IV (EF) Рестайлинг,250000,2004,250000,седан,серебристый,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104166187-0e0c7933/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,295000,2008,209000,седан,чёрный,2.0,137,Бензин,4000,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104681462-ce190f4e/
Hyundai Sonata V (NF),470000,2006,187000,седан,синий,2.4,161,Бензин,6440,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104631676-2d241c20/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,280000,2005,285000,седан,серебристый,2.0,131,Бензин,4454,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,8.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1103247309-8e36385d/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,430000,2007,140000,седан,чёрный,2.7,172,Бензин,8600,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104823692-9e6a9d0e/
Hyundai Sonata ТагАЗ IV (EF) Рестайлинг,329000,2007,189060,седан,чёрный,2.0,137,Бензин,4000,механическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,5.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104247051-c181b237/
Hyundai Sonata IV (EF) Рестайлинг,300000,2005,233000,седан,серый,2.0,131,Бензин,3930,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/sonata/1104688052-6d584330/
