Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Mazda 6 I (GG) Рестайлинг,410000,2007,149000,седан,серебристый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103452519-0ca2db44/

Mazda 6 III (GJ),1180000,2013,120000,седан,синий,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1092679878-54bc99d5/

Mazda 6 III (GJ) Рестайлинг,1700000,2017,58000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103294405-291d53e2/

Mazda 6 II (GH) Рестайлинг,710000,2010,120000,седан,коричневый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103683077-b7684773/

Mazda 6 II (GH),595000,2008,246859,седан,белый,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103679074-d1fa6005/

Mazda 6 III (GJ),1050000,2013,92000,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102969863-d8648511/

Mazda 6 I (GG) Рестайлинг,359000,2006,261000,седан,коричневый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102521138-4692200a/

Mazda 6 III (GJ) Рестайлинг,1850000,2018,58000,седан,красный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103736915-e521d15d/

Mazda 6 II (GH) Рестайлинг,710000,2012,290000,лифтбек,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103293547-1f2ce0c6/

Mazda 6 II (GH),529000,2008,195000,седан,фиолетовый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103594024-b4c21519/

Mazda 6 II (GH) Рестайлинг,715000,2011,241777,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102875157-916075f4/

Mazda 6 III (GJ) Рестайлинг,1650000,2018,53000,седан,серый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103356700-630cc746/

Mazda 6 III (GJ) Рестайлинг,1420000,2016,96269,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102982826-171e02e5/

Mazda 6 III (GJ),1170000,2014,140000,седан,красный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101912490-6cb3b1ed/

Mazda 6 III (GJ),1200000,2013,152000,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102929659-fb24bdb6/

Mazda 6 II (GH),580000,2007,167554,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102908791-0bc5d986/

Mazda 6 I (GG) Рестайлинг,310000,2006,90000,седан,синий,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101824878-120c84d3/

Mazda 6 I (GG) Рестайлинг,300000,2006,315000,лифтбек,серебристый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103612753-0b1dc5b5/

Mazda 6 III (GJ) Рестайлинг,1450000,2016,79400,седан,белый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103604757-5ff7d8a0/

Mazda 6 II (GH) Рестайлинг,700000,2011,180000,седан,серый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102203135-fdb5f517/

Mazda 6 II (GH),550000,2008,210000,седан,пурпурный,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103538372-5919c013/

Mazda 6 I (GG) Рестайлинг,350000,2006,260000,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1084479351-1c5a7dea/

Mazda 6 II (GH) Рестайлинг,690000,2010,187000,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103376881-be2fe442/

Mazda 6 III (GJ) Рестайлинг,1675000,2015,77000,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1083473142-03e7d4ad/

Mazda 6 II (GH) Рестайлинг,675000,2009,329945,седан,чёрный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102965578-c69217fa/

Mazda 6 III (GJ) Рестайлинг,1728000,2018,79850,седан,белый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103256460-0f5ed1f0/

Mazda 6 III (GJ),1399000,2014,86000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103683449-12dd40c8/

Mazda 6 I (GG) Рестайлинг,349000,2006,163500,седан,серый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102763560-ce8060f3/

Mazda 6 I (GG) Рестайлинг,320000,2007,228401,седан,пурпурный,2.0,147,Бензин,5145,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102282673-1601c9f6/

Mazda 6 I (GG) Рестайлинг,325000,2006,195000,седан,чёрный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103554339-037d53ec/

Mazda 6 II (GH) Рестайлинг,800000,2011,105685,лифтбек,белый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101706207-8d560387/

Mazda 6 III (GJ) Рестайлинг,1575000,2015,162000,седан,синий,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103718144-4860f49a/

Mazda 6 II (GH) Рестайлинг,650000,2010,155000,седан,белый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1082691786-5b486/

Mazda 6 I (GG) Рестайлинг,320000,2007,120000,седан,синий,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103670321-527bec0f/

Mazda 6 I (GG),270000,2005,247000,седан,синий,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103626284-c80baaef/

Mazda 6 II (GH) Рестайлинг,660000,2010,197000,седан,красный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101445787-88a3eeef/

Mazda 6 II (GH),800000,2008,142000,седан,красный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103592150-ddfef099/

Mazda 6 III (GJ) Рестайлинг,1450000,2017,100000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103111284-a0e0518f/

Mazda 6 III (GJ) Рестайлинг,1490000,2015,150000,седан,серебристый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103645849-94b2ef19/

Mazda 6 II (GH) Рестайлинг,850000,2011,170000,седан,коричневый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103483382-a30cebd2/

Mazda 6 II (GH),520000,2008,220000,седан,серебристый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103048586-0d015134/

Mazda 6 II (GH) Рестайлинг,630000,2010,246000,седан,белый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103659229-09c568df/

Mazda 6 II (GH),450000,2008,260000,седан,чёрный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102643032-9b0ca6da/

Mazda 6 II (GH),615000,2008,241733,лифтбек,красный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103705234-9f754323/

Mazda 6 III (GJ),1005000,2013,165000,седан,серый,2.0,150,Бензин,5250,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103474953-3666efcf/

Mazda 6 II (GH) Рестайлинг,750000,2010,217000,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103526291-edce9320/

Mazda 6 III (GJ) Рестайлинг,1645000,2017,100492,седан,серый,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103388385-9c22a28d/

Mazda 6 I (GG),290000,2004,178000,седан,серебристый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103704050-787faf1b/

Mazda 6 II (GH),550000,2008,250000,седан,серебристый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103207754-ba7bbe26/

Mazda 6 III (GJ) Рестайлинг,1420000,2016,70000,седан,красный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102299769-d5269b28/

Mazda 6 II (GH) Рестайлинг,670000,2010,129000,седан,белый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103640502-769f2a84/

Mazda 6 I (GG),350000,2005,156569,седан,серебристый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103665216-7b298e5b/

Mazda 6 I (GG),280000,2005,260000,лифтбек,серый,2.0,141,"Бензин, газобаллонное оборудование",4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1100313336-7dd1d7d0/

Mazda 6 II (GH),670000,2008,221523,лифтбек,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103604833-0f2f79a1/

Mazda 6 I (GG),240000,2004,29999,седан,золотистый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1092805226-705585c5/

Mazda 6 III (GJ) Рестайлинг,1450000,2016,160000,седан,чёрный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103157764-b6de7a67/

Mazda 6 III (GJ) Рестайлинг,1650000,2015,71000,седан,красный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103058048-29071eb5/

Mazda 6 II (GH),499000,2007,240000,седан,чёрный,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103675960-885d1d63/

Mazda 6 I (GG) Рестайлинг,350000,2006,250000,седан,чёрный,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103300518-616c5f06/

Mazda 6 I (GG),290000,2005,172000,седан,серый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1097799152-c7a0f7d3/

Mazda 6 I (GG),300000,2004,241000,седан,серый,2.3,178,Бензин,8900,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103727292-42ad0ef1/

Mazda 6 I (GG) Рестайлинг,365000,2006,208000,седан,синий,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101231957-c1f505f3/

Mazda 6 I (GG),350000,2005,235500,лифтбек,серый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103414793-e4a017d7/

Mazda 6 I (GG),220000,2004,230000,седан,серый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103719706-6591a326/

Mazda 6 I (GG),270000,2004,245000,седан,чёрный,2.0,141,"Бензин, газобаллонное оборудование",4935,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103367342-a6e78e9c/

Mazda 6 II (GH) Рестайлинг,580000,2010,182000,седан,серебристый,1.8,120,Бензин,3000,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1096230968-0d0fd08e/

Mazda 6 II (GH),650000,2009,203000,седан,серебристый,2.0,147,Бензин,5145,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1098782448-07318ec3/

Mazda 6 III (GJ) Рестайлинг 2,1899000,2019,19870,седан,белый,2.5,194,Бензин,9506,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103573157-40b382e1/

Mazda 6 III (GJ) Рестайлинг 2,1990000,2019,29515,седан,чёрный,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103685715-4a271334/

Mazda 6 III (GJ),1469000,2015,84568,седан,чёрный,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103719551-cffee39f/

Mazda 6 III (GJ) Рестайлинг,1669000,2017,69885,седан,белый,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103737299-06024c05/

Mazda 6 II (GH) Рестайлинг,699000,2011,171281,седан,серый,2.0,147,Бензин,4998,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103728060-a7d21757/

Mazda 6 III (GJ) Рестайлинг,1395000,2016,102287,седан,белый,2.5,192,Бензин,5760,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103610001-f0f64ce9/

Mazda 6 I (GG) Рестайлинг,555000,2008,212448,седан,чёрный,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103733844-f5a4fee5/

Mazda 6 III (GJ) Рестайлинг,1699000,2017,52500,седан,чёрный,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103729311-1e7f113d/

Mazda 6 III (GJ) Рестайлинг 2,1965000,2018,13700,седан,красный,2.5,231,Бензин,17325,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103499866-b8a31106/

Mazda 6 III (GJ) Рестайлинг,1355000,2016,84000,седан,коричневый,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103622433-5d943c5b/

Mazda 6 III (GJ) Рестайлинг,1299000,2015,143927,седан,чёрный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103687813-f2c198d9/

Mazda 6 III (GJ) Рестайлинг,1479000,2016,62992,седан,красный,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103719348-b92b4bec/

Mazda 6 II (GH),510000,2008,204000,седан,серебристый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103762742-80d4bffc/

Mazda 6 II (GH) Рестайлинг,685000,2012,178884,седан,коричневый,1.8,120,Бензин,2400,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103416972-b0c8582c/

Mazda 6 II (GH) Рестайлинг,660000,2010,156303,седан,белый,2.0,147,Бензин,3675,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103276022-d95954d8/

Mazda 6 I (GG),325000,2004,164223,лифтбек,красный,2.3,166,Бензин,8134,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103505368-0df9d43e/

Mazda 6 III (GJ) Рестайлинг 2,1760000,2020,42000,седан,чёрный,2.0,150,Бензин,3000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102840009-63b6531e/

Mazda 6 III (GJ) Рестайлинг,1350000,2016,135000,седан,чёрный,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103447108-3fb16455/

Mazda 6 I (GG) Рестайлинг,233990,2005,203074,лифтбек,чёрный,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103656891-6b102a5a/

Mazda 6 III (GJ) Рестайлинг,1739000,2018,116000,седан,чёрный,2.5,192,Бензин,9600,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103670789-2bdd348f/

Mazda 6 III (GJ) Рестайлинг,1779000,2017,44000,седан,красный,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103658117-080582c2/

Mazda 6 III (GJ) Рестайлинг,1400000,2015,144000,седан,коричневый,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103756844-f83a92e0/

Mazda 6 II (GH),549000,2007,217850,седан,чёрный,2.0,147,Бензин,4292,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103622432-ec4cf2fc/

Mazda 6 III (GJ),1053500,2014,183000,седан,синий,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103690533-5587b065/

Mazda 6 II (GH),635000,2008,160096,седан,красный,2.0,147,Бензин,4998,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103451703-2e06918c/

Mazda 6 III (GJ) Рестайлинг,1597000,2018,65326,седан,серый,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103417412-6f9c07c1/

Mazda 6 III (GJ),739000,2012,162498,седан,чёрный,2.0,150,Бензин,5100,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102228787-a2153599/

Mazda 6 I (GG) Рестайлинг,190000,2006,300000,седан,серый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103750649-327c5611/

Mazda 6 III (GJ) Рестайлинг,1400000,2016,45121,седан,белый,2.0,150,Бензин,3000,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102535203-0eaefeb3/

Mazda 6 III (GJ) Рестайлинг,1650000,2017,84601,седан,чёрный,2.5,192,Бензин,8640,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103228294-9b3599c6/

Mazda 6 III (GJ) Рестайлинг 2,2098000,2020,6400,седан,синий,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103563952-a2f76303/

Mazda 6 II (GH) Рестайлинг,750000,2011,118001,седан,красный,2.0,147,Бензин,2940,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103537299-e95799d6/

Mazda 6 III (GJ) Рестайлинг 2,1780000,2018,18270,седан,серый,2.5,231,Бензин,17325,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103228083-e81b07ae/

Mazda 6 III (GJ),1200000,2013,113500,седан,красный,2.5,192,Бензин,9408,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103670966-c76e312c/

Mazda 6 III (GJ),1000000,2013,152000,седан,белый,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103735941-9525ad9d/

Mazda 6 III (GJ),1149000,2014,115000,седан,белый,2.5,192,Бензин,9408,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103661772-4df893d3/

Mazda 6 III (GJ) Рестайлинг,1550000,2018,67000,седан,красный,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1101154795-76518fab/

Mazda 6 II (GH) Рестайлинг,890000,2011,206875,седан,чёрный,2.0,147,Бензин,4998,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103706593-e2930717/

Mazda 6 III (GJ),1150000,2014,96000,седан,красный,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103735302-50e5d3df/

Mazda 6 III (GJ),950000,2013,165000,седан,белый,2.0,150,Бензин,4380,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103744105-c748965d/

Mazda 6 III (GJ) Рестайлинг,1400000,2016,143000,седан,серебристый,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103724918-a837afaf/

Mazda 6 II (GH) Рестайлинг,840000,2011,150000,седан,серый,2.5,170,Бензин,7650,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103695155-549f1952/

Mazda 6 III (GJ) Рестайлинг,1580000,2018,72063,седан,синий,2.0,150,Бензин,3750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103498292-f9de723c/

Mazda 6 II (GH),495000,2008,175000,седан,серый,2.0,147,Бензин,3675,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102689633-31ab0578/

Mazda 6 III (GJ),900000,2013,110000,седан,красный,2.0,150,Бензин,4500,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102605999-98b181fa/

Mazda 6 II (GH) Рестайлинг,680000,2011,156000,седан,коричневый,2.0,147,Бензин,4998,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103682273-40603ae0/

Mazda 6 II (GH) Рестайлинг,880000,2011,100000,лифтбек,чёрный,2.0,147,Бензин,4998,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103667893-d9cd9761/

Mazda 6 III (GJ) Рестайлинг,1170000,2016,73000,седан,красный,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102350975-cc6c716e/

