Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Skoda Rapid I Рестайлинг,550000,2017,300000,лифтбек,жёлтый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103567032-153d69c9/
Skoda Rapid I Рестайлинг,702000,2018,172468,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103236210-c5ff5ebc/
Skoda Rapid I Рестайлинг,630000,2017,225000,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",2750,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103527144-ad435a9d/
Skoda Rapid I,850000,2017,65000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1097335288-28c101bc/
Skoda Rapid I Рестайлинг,475000,2017,207002,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102267648-81e5db3a/
Skoda Rapid I Рестайлинг,899000,2019,90000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103313376-4df17ea2/
Skoda Rapid I,425000,2015,235350,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103502000-f9b8200d/
Skoda Rapid I,545000,2017,191000,лифтбек,белый,1.6,110,"Бензин, газобаллонное оборудование",2750,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103415778-7fbcd3be/
Skoda Rapid I,535000,2016,205000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103682976-11647891/
Skoda Rapid I,530000,2016,270000,лифтбек,белый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103282910-56b3bcf1/
Skoda Rapid I Рестайлинг,950000,2019,30000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102720669-d8147f01/
Skoda Rapid I,710000,2016,158000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1089198322-1dc28eb8/
Skoda Rapid I,680000,2016,75500,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1095651106-91d16829/
Skoda Rapid I,550000,2017,149889,лифтбек,жёлтый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1089751718-168f2b94/
Skoda Rapid I,560000,2017,116000,лифтбек,бежевый,1.6,110,Бензин,2750,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103569688-44b50839/
Skoda Rapid I Рестайлинг,702000,2018,164190,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103236211-8d925c9b/
Skoda Rapid I,570000,2017,222000,лифтбек,жёлтый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103346551-070f8ca1/
Skoda Rapid I,450000,2016,265000,лифтбек,жёлтый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103399741-a4b017d0/
Skoda Rapid I Рестайлинг,790000,2018,160000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103642510-972690ea/
Skoda Rapid I Рестайлинг,690000,2017,112000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103670754-c3e611bd/
Skoda Rapid I,690000,2016,175000,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103647957-52a603d6/
Skoda Rapid I,479000,2017,190000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103099317-0bfbf0dc/
Skoda Rapid I,600000,2016,141500,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103252191-fac30a5f/
Skoda Rapid I,550000,2017,258999,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102829569-f1008640/
Skoda Rapid I Рестайлинг,570000,2017,190000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101889333-cc251197/
Skoda Rapid I,550000,2015,230012,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102525624-9e395be7/
Skoda Rapid I,629990,2014,120351,лифтбек,белый,1.4,122,Бензин,4148,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103542146-80abbae6/
Skoda Rapid II,1274000,2020,12720,лифтбек,серый,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103460087-3cccc754/
Skoda Rapid I,819000,2017,29392,лифтбек,красный,1.6,110,Бензин,3740,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103747566-94967146/
Skoda Rapid I,730000,2015,82873,лифтбек,серый,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103160735-d70dea7a/
Skoda Rapid I,559000,2016,202308,лифтбек,синий,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103334071-e455e71c/
Skoda Rapid I Рестайлинг,785000,2017,126000,лифтбек,белый,1.6,110,Бензин,2200,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103740612-aa7f844b/
Skoda Rapid I Рестайлинг,699000,2018,115847,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103514199-aedd6b7b/
Skoda Rapid I Рестайлинг,755000,2018,70522,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103511281-530896ae/
Skoda Rapid I Рестайлинг,955000,2019,36900,лифтбек,коричневый,1.4,125,Бензин,3650,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102645071-6600bda9/
Skoda Rapid II,1046000,2020,18518,лифтбек,серый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103439152-3da457ad/
Skoda Rapid I Рестайлинг,999000,2019,15000,лифтбек,серебристый,1.6,110,Бензин,3300,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103686944-84fe47bd/
Skoda Rapid I Рестайлинг,879000,2017,62000,лифтбек,зелёный,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103760435-a4903af1/
Skoda Rapid I Рестайлинг,1130000,2019,29780,лифтбек,чёрный,1.4,125,Бензин,2500,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103675430-16e2cf37/
Skoda Rapid I,560000,2014,270622,лифтбек,серебристый,1.6,105,Бензин,2100,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103416961-800dca4b/
Skoda Rapid I Рестайлинг,959900,2019,9788,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103228267-5dd533a1/
Skoda Rapid I,680000,2015,116000,лифтбек,белый,1.4,122,Бензин,3562,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103502985-3415ba24/
Skoda Rapid I Рестайлинг,849000,2019,92847,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103669595-60658b99/
Skoda Rapid I Рестайлинг,790000,2018,115000,лифтбек,белый,1.6,90,Бензин,1035,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103676217-bf1493b8/
Skoda Rapid I,695000,2015,158000,лифтбек,белый,1.6,105,Бензин,2205,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103626082-21ce0bfb/
Skoda Rapid I Рестайлинг,950000,2019,10258,лифтбек,коричневый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103306301-3f5cd143/
Skoda Rapid I Рестайлинг,925000,2019,9001,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103220455-eb89c251/
Skoda Rapid I,760000,2016,46752,лифтбек,синий,1.4,125,Бензин,2500,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103502982-d5864bf5/
Skoda Rapid I,600000,2016,207000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103746697-acfa8fd9/
Skoda Rapid I,690000,2017,30700,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103205497-55a25d57/
Skoda Rapid I,765000,2016,61000,лифтбек,чёрный,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103705701-87ce2f2e/
Skoda Rapid I Рестайлинг,1150000,2019,58000,лифтбек,синий,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103713244-7259a321/
Skoda Rapid I,740000,2016,114000,лифтбек,серебристый,1.6,110,Бензин,2200,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103697454-12661763/
Skoda Rapid I Рестайлинг,950000,2019,35000,лифтбек,серебристый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103152354-be8adc95/
Skoda Rapid I,750000,2017,57000,лифтбек,красный,1.6,90,Бензин,1800,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103734661-63d35580/
Skoda Rapid II,960000,2020,14000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103551385-7157af02/
Skoda Rapid I,700000,2014,115000,лифтбек,серый,1.6,105,Бензин,3150,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103068075-08fa5b08/
Skoda Rapid I,740000,2016,45000,лифтбек,белый,1.6,110,Бензин,3740,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103558998-8a94e870/
Skoda Rapid II,1250000,2020,24000,лифтбек,белый,1.6,110,Бензин,3300,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103235648-558fa530/
Skoda Rapid I,715000,2016,101000,лифтбек,белый,1.6,110,Бензин,3212,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103593753-90d12f5e/
Skoda Rapid I,610000,2014,169100,лифтбек,синий,1.4,122,Бензин,3660,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103408859-4ff37d53/
Skoda Rapid I,685000,2017,68600,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103481944-75d4568b/
Skoda Rapid I Рестайлинг,730000,2017,59200,лифтбек,чёрный,1.6,110,Бензин,2200,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102719981-13efb7c3/
Skoda Rapid I Рестайлинг,650000,2019,130000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103688592-23a4eee0/
Skoda Rapid I,615000,2015,71000,лифтбек,белый,1.4,125,Бензин,3750,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102861787-75fadc7f/
Skoda Rapid I,585000,2015,122700,лифтбек,белый,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103681988-28765bec/
Skoda Rapid I,580000,2014,99500,лифтбек,серый,1.6,105,Бензин,2100,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1085790524-61266a52/
Skoda Rapid I,730000,2016,156000,лифтбек,синий,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103285281-38e6e19c/
Skoda Rapid I Рестайлинг,1000000,2019,37000,лифтбек,серебристый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102270158-34edcbc4/
Skoda Rapid I,650000,2014,81039,лифтбек,синий,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102786619-1f1c8dd7/
Skoda Rapid I,555000,2015,78000,лифтбек,белый,1.6,90,Бензин,1800,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102845483-686ebc96/
Skoda Rapid I,645000,2014,67000,лифтбек,бежевый,1.6,105,Бензин,3150,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103491564-3a12136a/
Skoda Rapid I,840000,2017,114999,лифтбек,белый,1.6,110,Бензин,3300,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103739305-d03998fc/
Skoda Rapid I,700000,2014,115000,лифтбек,серый,1.6,105,Бензин,3066,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103139526-aeb012b4/
Skoda Rapid I Рестайлинг,710000,2018,81700,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102726052-5b21705a/
Skoda Rapid I,749000,2016,57000,лифтбек,синий,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103196351-dbd5f3cf/
Skoda Rapid I,750000,2016,67600,лифтбек,белый,1.6,90,Бензин,1422,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103604098-233345a9/
Skoda Rapid II,985000,2020,29700,лифтбек,серый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103694715-948640d8/
Skoda Rapid I,650000,2016,108000,лифтбек,синий,1.6,110,Бензин,3212,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1100626278-eca029a3/
Skoda Rapid II,1260000,2021,5000,лифтбек,коричневый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103725636-dc1c53a8/
Skoda Rapid I Рестайлинг,840000,2018,43500,лифтбек,коричневый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103666816-9ee4cf3b/
Skoda Rapid I,750000,2016,72000,лифтбек,серебристый,1.6,110,Бензин,2200,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102486735-78c473a4/
Skoda Rapid I Рестайлинг,1150000,2019,20500,лифтбек,белый,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103702699-2725b513/
Skoda Rapid I,550000,2014,257000,лифтбек,белый,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103700750-e247d6af/
Skoda Rapid I Рестайлинг,1100000,2018,52000,лифтбек,белый,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102890355-861cd996/
Skoda Rapid I,630000,2016,179285,лифтбек,белый,1.6,110,Бензин,2750,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103700363-e08b5630/
Skoda Rapid I Рестайлинг,760000,2017,67000,лифтбек,белый,1.6,110,Бензин,3091,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103062898-121d51cc/
Skoda Rapid I,590000,2016,188000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103697741-49f0952c/
Skoda Rapid I,630000,2016,101000,лифтбек,белый,1.6,90,Бензин,1035,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103667502-c9add5fd/
Skoda Rapid I,620000,2016,63000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1089164134-4ffabcd6/
Skoda Rapid I Рестайлинг,520000,2017,257000,лифтбек,белый,1.6,90,Бензин,1080,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103552850-64468e85/
Skoda Rapid I Рестайлинг,950000,2017,38000,лифтбек,коричневый,1.6,110,Бензин,2200,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103084855-acb7492e/
Skoda Rapid I Рестайлинг,730000,2017,130000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103440067-3c4e80b5/
Skoda Rapid I Рестайлинг,820000,2019,35000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103416320-186ba014/
Skoda Rapid I Рестайлинг,700000,2019,120000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103501129-83a1cdcc/
Skoda Rapid I Рестайлинг,500000,2017,300000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103159429-66c945f1/
Skoda Rapid I Рестайлинг,800000,2018,55000,лифтбек,белый,1.6,90,Бензин,1800,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103331244-ef10c371/
Skoda Rapid I,550000,2016,155000,лифтбек,жёлтый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103734341-2ee0cc60/
Skoda Rapid I Рестайлинг,900000,2018,130000,лифтбек,чёрный,1.4,125,Бензин,4250,роботизированная,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103145192-3ed870f2/
Skoda Rapid I Рестайлинг,1010000,2019,31000,лифтбек,белый,1.6,110,Бензин,2310,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103675975-4107b79d/
Skoda Rapid I,600000,2016,180000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103657325-58b45f9a/
Skoda Rapid I Рестайлинг,850000,2017,65000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103439678-048c391d/
Skoda Rapid I Рестайлинг,890000,2018,59000,лифтбек,чёрный,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103735947-f01cf6e3/
Skoda Rapid I Рестайлинг,750000,2019,80000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1101651281-894a369d/
Skoda Rapid I,640000,2016,159000,лифтбек,белый,1.6,110,Бензин,3740,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103603515-bb429f16/
Skoda Rapid I,450000,2016,262000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103125008-c48d9c96/
Skoda Rapid I,750000,2014,112200,лифтбек,голубой,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103545860-6ca8718e/
Skoda Rapid I,690000,2014,141801,лифтбек,серебристый,1.4,122,Бензин,4148,роботизированная,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103294852-69322a5e/
Skoda Rapid I Рестайлинг,935000,2018,59200,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103718654-e4ecc5da/
Skoda Rapid I,600000,2014,173000,лифтбек,синий,1.6,105,Бензин,3570,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103513594-72afbe81/
Skoda Rapid I,780000,2014,106735,лифтбек,белый,1.6,105,Бензин,3570,автоматическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102077200-935d1e10/
Skoda Rapid I Рестайлинг,779999,2017,53328,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1081337574-8ff727fe/
Skoda Rapid I Рестайлинг,910000,2018,40000,лифтбек,белый,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103408187-f22dac4d/
Skoda Rapid I,650000,2017,180000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103294599-45b524fb/
Skoda Rapid I Рестайлинг,880000,2019,32000,лифтбек,чёрный,1.6,90,Бензин,900,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1096796412-554a1d72/
Skoda Rapid I,750000,2014,137000,лифтбек,белый,1.6,105,Бензин,2100,механическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1102732886-79b3e517/
Skoda Rapid I Рестайлинг,1100000,2019,15000,лифтбек,белый,1.6,110,Бензин,3740,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/skoda/rapid/1103727074-df8c9fba/
