Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес 
Hyundai Solaris I Рестайлинг,550000,2015,200000,седан,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104695480-d001c549/
Hyundai Solaris I Рестайлинг,550000,2016,201591,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104747767-f57c69d9/
Hyundai Solaris I,435000,2012,158000,хэтчбек 5 дв.,голубой,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1102457005-e123b14d/
Hyundai Solaris I Рестайлинг,450000,2016,260000,хэтчбек 5 дв.,жёлтый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104817729-25b23fdf/
Hyundai Solaris II,870000,2019,167000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103971239-521919a2/
Hyundai Solaris I Рестайлинг,499000,2016,234425,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104602641-7c0d1b45/
Hyundai Solaris II,780000,2017,119000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104643781-2b8d7f49/
Hyundai Solaris II,670000,2017,295907,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104825162-e832313c/
Hyundai Solaris II,1020000,2019,31200,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104621857-560bad42/
Hyundai Solaris I Рестайлинг,688000,2016,112900,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104719024-4ce24433/
Hyundai Solaris I Рестайлинг,754000,2016,20000,хэтчбек 5 дв.,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103739253-6df02227/
Hyundai Solaris I Рестайлинг,520000,2015,312000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104210048-0c06b441/
Hyundai Solaris II,840000,2018,120831,седан,жёлтый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104767504-ebf51806/
Hyundai Solaris I Рестайлинг,735000,2016,103000,хэтчбек 5 дв.,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104626664-6f68d202/
Hyundai Solaris II,680000,2018,160000,седан,серебристый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104784145-35e627b4/
Hyundai Solaris I Рестайлинг,420000,2015,292000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103942023-c1f9f22c/
Hyundai Solaris I Рестайлинг,750000,2015,58400,седан,бежевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103736361-b9511d14/
Hyundai Solaris I Рестайлинг,750000,2015,34000,хэтчбек 5 дв.,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104739802-6b5b4322/
Hyundai Solaris II,730000,2018,117000,седан,жёлтый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,3.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104781717-3e925afd/
Hyundai Solaris II,800000,2018,75000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104027976-9c14c139/
Hyundai Solaris I,590000,2014,115000,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104788344-1cf9b3cf/
Hyundai Solaris I Рестайлинг,725000,2015,61750,седан,красный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104713512-d109a50b/
Hyundai Solaris II,880000,2018,120000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104263698-5b6ea254/
Hyundai Solaris II,880000,2018,120000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104263698-5b6ea254/
Hyundai Solaris II,720000,2018,175000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103800343-6d1cbba2/
Hyundai Solaris I Рестайлинг,440000,2015,390000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104189092-3e57d2f8/
Hyundai Solaris I Рестайлинг,470000,2015,222222,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104262087-7d11d2d3/
Hyundai Solaris II,815000,2018,71500,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104770869-23506452/
Hyundai Solaris I Рестайлинг,510000,2016,230000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103845381-828b5626/
Hyundai Solaris I Рестайлинг,670000,2015,70700,хэтчбек 5 дв.,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104682743-90bf8202/
Hyundai Solaris I Рестайлинг,770000,2015,45000,хэтчбек 5 дв.,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.5,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104789191-69b8bfa1/
Hyundai Solaris I Рестайлинг,550000,2015,228000,седан,жёлтый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104791185-f733984a/
Hyundai Solaris II,790000,2018,190000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104741577-4494d5df/
Hyundai Solaris II,970000,2019,45000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103992949-93a9ec52/
Hyundai Solaris I Рестайлинг,600000,2014,28581,хэтчбек 5 дв.,серый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104780309-64bc76e9/
Hyundai Solaris I Рестайлинг,820000,2016,25000,седан,серебристый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104842807-a891a57d/
Hyundai Solaris I,335000,2012,176000,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104770532-515909ca/
Hyundai Solaris I Рестайлинг,690000,2015,56921,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103482641-516f3176/
Hyundai Solaris I Рестайлинг,330000,2015,280000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,5.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103788863-fd505097/
Hyundai Solaris I Рестайлинг,470000,2016,217000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104583885-a7ce08d1/
Hyundai Solaris I,700000,2012,95500,седан,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,8.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1102324794-13960ce8/
Hyundai Solaris I Рестайлинг,550000,2015,297000,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104006915-f8eadf85/
Hyundai Solaris I Рестайлинг,550000,2016,305000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103988161-6d49e1cc/
Hyundai Solaris II,650000,2017,110000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103617577-e1578492/
Hyundai Solaris I Рестайлинг,620000,2014,174079,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104837420-4bc6de41/
Hyundai Solaris II,850000,2017,262300,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104200227-8fe8c37d/
Hyundai Solaris II,825000,2017,36100,седан,чёрный,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104696926-7123042d/
Hyundai Solaris I Рестайлинг,715000,2015,119000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104692797-999c2172/
Hyundai Solaris II,740000,2018,160000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103819520-ddb1e741/
Hyundai Solaris I Рестайлинг,460000,2015,190000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103117417-8405543a/
Hyundai Solaris I,590000,2013,78000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,8.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104179406-f48aa1f3/
Hyundai Solaris II,790000,2018,194000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104850776-0544d0f2/
Hyundai Solaris I Рестайлинг,580000,2014,180000,хэтчбек 5 дв.,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,4.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104800232-0aa0b5c8/
Hyundai Solaris I Рестайлинг,395000,2015,345000,седан,серебристый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,6.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104150020-900a0886/
Hyundai Solaris I Рестайлинг,650000,2015,143000,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104239255-ab33f65a/
Hyundai Solaris I Рестайлинг,530000,2015,214000,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104251122-e6ee0bdc/
Hyundai Solaris II,860000,2018,45000,седан,белый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,2.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104686398-0347aa19/
Hyundai Solaris II,1100000,2019,140550,седан,жёлтый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104755863-4c234d71/
Hyundai Solaris II,800000,2017,185000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104032579-37485a70/
Hyundai Solaris II,699000,2017,212000,седан,белый,1.4,100,"Бензин, газобаллонное оборудование",1200,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104736590-fb04f265/
Hyundai Solaris I Рестайлинг,715000,2016,142000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.4,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104851930-86e87951/
Hyundai Solaris I Рестайлинг,500000,2015,150000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103346682-27fc8191/
Hyundai Solaris II,899000,2017,81609,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104804485-e7b6124f/
Hyundai Solaris I Рестайлинг,450000,2015,347366,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104791336-223f9b71/
Hyundai Solaris I Рестайлинг,660000,2016,34500,хэтчбек 5 дв.,серый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,1.3,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104765162-18c7c270/
Hyundai Solaris I Рестайлинг,500000,2015,201000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104138598-13ba08c8/
Hyundai Solaris I Рестайлинг,720000,2015,35600,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104763530-8a2795e7/
Hyundai Solaris I Рестайлинг,675000,2014,95000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,5.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104840195-99f83a2e/
Hyundai Solaris II,680000,2017,205000,седан,жёлтый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103456526-32129ff2/
Hyundai Solaris II,680000,2018,150000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1102193049-5b28e60a/
Hyundai Solaris I Рестайлинг,790000,2015,129000,седан,чёрный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1102329777-34fe492c/
Hyundai Solaris I,370000,2014,340000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104836382-3640efe5/
Hyundai Solaris I Рестайлинг,760000,2015,146400,хэтчбек 5 дв.,чёрный,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104789093-bc81d955/
Hyundai Solaris II,680000,2017,180000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104831479-de574470/
Hyundai Solaris I Рестайлинг,615000,2014,128000,седан,коричневый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104858642-e708389e/
Hyundai Solaris II,690000,2017,233763,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103644824-f6a2759a/
Hyundai Solaris I Рестайлинг,446000,2016,290000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104768435-bda51c0d/
Hyundai Solaris I Рестайлинг,455000,2015,257000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104240988-b9adcd1f/
Hyundai Solaris I Рестайлинг,700000,2014,128000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103299337-0ccc53f3/
Hyundai Solaris I,355000,2012,194000,седан,чёрный,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104748480-7232261d/
Hyundai Solaris II,600000,2017,220000,седан,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103866714-2ce26403/
Hyundai Solaris I Рестайлинг,450000,2015,210000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104044539-7479ef23/
Hyundai Solaris I Рестайлинг,755000,2016,130000,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.2,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104803609-2d5ba1ea/
Hyundai Solaris I Рестайлинг,500000,2016,241800,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104772871-efa483d4/
Hyundai Solaris I Рестайлинг,400000,2015,470000,седан,жёлтый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,9.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104199890-ee665023/
Hyundai Solaris I Рестайлинг,650000,2015,165000,седан,синий,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104659746-a136e863/
Hyundai Solaris I Рестайлинг,500000,2015,165450,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103878086-ef8d135b/
Hyundai Solaris I,550000,2011,88000,хэтчбек 5 дв.,фиолетовый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104139069-fe7102a3/
Hyundai Solaris I Рестайлинг,515000,2016,170000,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104707914-640cfd3c/
Hyundai Solaris I,550000,2014,206988,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1102510887-a6d6128c/
Hyundai Solaris I Рестайлинг,604000,2015,188649,седан,оранжевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104722136-82d46c55/
Hyundai Solaris I Рестайлинг,599000,2014,215958,седан,белый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104075276-e296f8dc/
Hyundai Solaris I,495000,2013,95000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1098811452-e168eb6f/
Hyundai Solaris I Рестайлинг,360000,2015,279000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104641034-97b0ba89/
Hyundai Solaris I Рестайлинг,415000,2014,333333,седан,оранжевый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104135934-28070246/
Hyundai Solaris II,620000,2017,170000,седан,чёрный,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103913938-b1c2e2e8/
Hyundai Solaris II,900000,2018,38000,седан,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104817361-44ce5ce6/
Hyundai Solaris I Рестайлинг,719999,2017,94000,седан,серебристый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104716251-4a1233f1/
Hyundai Solaris I Рестайлинг,505000,2016,229597,седан,красный,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,1,Оригинал,3.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103451952-fbc86a8d/
Hyundai Solaris I Рестайлинг,595000,2015,153000,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,5.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104648103-8468b81c/
Hyundai Solaris II,680000,2017,208887,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104791383-7afbb33d/
Hyundai Solaris II,721000,2018,167000,седан,белый,1.4,100,Бензин,1200,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104770527-b109eeff/
Hyundai Solaris I,450000,2013,133000,седан,серебристый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,9.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104687647-0c860509/
Hyundai Solaris I Рестайлинг,800000,2014,46000,седан,коричневый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.7,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104802951-ebba4c50/
Hyundai Solaris I,320000,2013,271350,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103408507-ea6f2c61/
Hyundai Solaris I Рестайлинг,550000,2015,102000,седан,чёрный,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103610241-b9747478/
Hyundai Solaris I Рестайлинг,460000,2015,125000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103570931-d472f78a/
Hyundai Solaris I Рестайлинг,525000,2016,199000,седан,серый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104647552-883cd911/
Hyundai Solaris I Рестайлинг,450000,2015,196000,седан,белый,1.4,107,Бензин,2675,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1103978401-196a2561/
Hyundai Solaris I,625000,2011,99800,седан,белый,1.4,107,Бензин,2675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,9.9,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104671864-43883446/
Hyundai Solaris I,430000,2012,160000,хэтчбек 5 дв.,серый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104605026-05572f74/
Hyundai Solaris I,600000,2013,122000,седан,фиолетовый,1.6,123,Бензин,3075,механическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104574769-65033d64/
Hyundai Solaris I,530000,2012,210000,седан,фиолетовый,1.6,123,Бензин,3075,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/hyundai/solaris/1104778784-a9dcb2b5/
